"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat","scenario"
"B_s[2,68]",1.55963520762226,0.00230912095623842,0.324508026255123,0.926096408563368,1.34058657867145,1.55723019000653,1.77565926914893,2.20557408219381,19749.5643676085,0.999872054545755,"paramedic-hate"
"B_s[2,69]",-0.650744060754792,0.00235177530939256,0.318464582835813,-1.28200781951995,-0.862409944874796,-0.649010288044249,-0.440309750998825,-0.0267915998155232,18337.0989252583,1.00023215210593,"pharmacist-notify"
"B_s[2,70]",-1.00865200965706,0.00216573020107133,0.313353310625587,-1.61985293626846,-1.2212428788164,-1.00939333267736,-0.799084680791951,-0.385270840598508,20934.3687246862,0.999963600101452,"pilot-mislead"
"B_s[2,71]",1.68075488762117,0.00231165191460482,0.314422337666416,1.06391153070516,1.46954505759747,1.68299572103711,1.89227869907475,2.29545590838999,18500.4335543061,1.00035460720665,"politician-wish"
"B_s[2,72]",-1.28984838344448,0.00234144612739139,0.318889309974562,-1.9271068582358,-1.50074038430745,-1.28853848257679,-1.0739004437849,-0.667113521888365,18548.6190496674,1.00001376571345,"priest-love"
"B_s[2,73]",-0.307180466622475,0.00243346245792007,0.32182610909138,-0.9304770515819,-0.52224768842147,-0.309144251297676,-0.0902786833941903,0.333720023185585,17490.1384798118,1.00006170782732,"professor-think"
"B_s[2,74]",-0.956184343830958,0.00207919472138676,0.30936504892417,-1.55952670294276,-1.16402257059802,-0.956187626039035,-0.748344168142641,-0.345932989605476,22138.7025901829,0.999923936448825,"programmer-doubt"
"B_s[2,75]",-0.856072412979793,0.00227239834884992,0.312716064279013,-1.47207284197082,-1.06674187805011,-0.856170637294362,-0.64990084270012,-0.238029708813343,18937.88404665,1.00029221079037,"publisher-doubt"
"B_s[2,76]",-0.788601518133135,0.00214158607620166,0.310876219251797,-1.39978481717024,-1.00020730401645,-0.790266347700947,-0.580875010261835,-0.17513127650114,21071.9115192138,0.999961267423736,"reporter-dissuade"
"B_s[2,77]",0.853835169796554,0.00221641654259577,0.312358173739522,0.243975630295073,0.645190179108233,0.856338482563161,1.06387755262297,1.46077338844272,19861.0856415674,1.00014667572033,"runner-doubt"
"B_s[2,78]",1.53032114026715,0.00232882405899784,0.310369400359728,0.922966712679511,1.32319436960243,1.53120015292532,1.73577099602768,2.14232708929252,17761.6961394787,1.00003100501627,"sailor-complain"
"B_s[2,79]",1.67676540978029,0.00231957857186253,0.31763643437175,1.05119242655417,1.46299179385239,1.67720482913828,1.88937206011272,2.30922897822082,18751.7778006783,1.00003595452912,"salesman-wish"
"B_s[2,80]",0.589653086420641,0.00237196295438774,0.317438784256186,-0.0365427665910566,0.376972628722886,0.590842304063401,0.804622002419705,1.20853765898622,17910.354033712,0.999929596632074,"scholar-dissuade"
"B_s[2,81]",1.02936275604804,0.00219270368438984,0.31126308774572,0.41267254875276,0.822681398829156,1.02788299245638,1.23494091159645,1.64335036785305,20150.9418620523,1.00027432653421,"scientist-disprove"
"B_s[2,82]",0.735771859559093,0.00239572353458628,0.316011946347246,0.106832033212309,0.525414483262063,0.738378711188227,0.951021571284368,1.34684124738616,17399.3731868846,0.999967197685204,"secretary-fear"
"B_s[2,83]",0.528040865606729,0.00229150280701454,0.315911892404951,-0.103090395796575,0.318228352291254,0.532677053242176,0.741208193905729,1.13161706970812,19006.0191727138,1.00011577764963,"shopkeeper-doubt"
"B_s[2,84]",-1.99614165239881,0.00212285168710127,0.307300444686309,-2.61346154494508,-2.20097587719746,-1.98968622004429,-1.78956505376091,-1.41356212206589,20954.9713254686,1.00021946427689,"singer-wish"
"B_s[2,85]",-1.90439013688009,0.00213504659030845,0.305661012351292,-2.52270776591376,-2.10420105647271,-1.90048559968082,-1.69725059004069,-1.31343082321686,20495.8239172637,0.99992257538467,"soccer player-love"
"B_s[2,86]",-0.622662571903189,0.00219829851791435,0.306298105852099,-1.21281999882782,-0.831604373283751,-0.627656455576966,-0.417022564450694,-0.0127742858737119,19414.0117467537,1.00036067362243,"soldier-fear"
"B_s[2,87]",-1.30551717550685,0.00249976138057154,0.316196266611458,-1.92751685974712,-1.51588295348898,-1.30270041922709,-1.09205707751312,-0.689577349449327,15999.8668005377,0.999999612374549,"strategist-tell"
"B_s[2,88]",-0.467456573181234,0.00236665343560932,0.31689022489299,-1.0976658830038,-0.678169279173615,-0.464219610181406,-0.255056437074019,0.144729158543622,17928.6815521314,0.999986753885002,"swimmer-like"
"B_s[2,89]",-0.202133455817179,0.00244380190740177,0.324257170798342,-0.827943576406974,-0.421276371903556,-0.206843772180418,0.014597969197553,0.439859267735587,17605.4519888452,1.00012163111799,"teacher-apologize"
"B_s[2,90]",-0.757113055751026,0.00224783130965665,0.30839016228497,-1.35656239997288,-0.964869437867345,-0.75853505746267,-0.549842101090426,-0.149187657866949,18822.3393350295,0.999983820427956,"therapist-convince"
"B_s[2,91]",-1.07419288338753,0.00226777528101249,0.303838902675769,-1.67327736577774,-1.27505268620641,-1.0758353727721,-0.870141071565167,-0.47326002996503,17950.9205020692,0.999982704669608,"tourist-regret"
"B_s[2,92]",1.16699359929051,0.00227418052552301,0.314504467616068,0.550592246417669,0.957280161071044,1.16790496489664,1.37866833177155,1.78202415454584,19125.1022500897,1.00009189667041,"trainer-persuade"
"B_s[2,93]",-1.41246646556692,0.00222746247356355,0.304087629100362,-2.0172029920525,-1.61415291013977,-1.41103829136765,-1.20601700562559,-0.825739619452299,18637.0303638927,1.00037004714125,"travel agent-hope"
"B_s[2,94]",1.18491896834084,0.00222957927549933,0.312466226660431,0.570926773408552,0.976956883843429,1.18527837072024,1.39865993802312,1.79728895722261,19640.8522262953,0.999893188756527,"uncle-apologize"
"B_s[2,95]",1.1498288594326,0.00223095997952682,0.311009114231617,0.542692371079088,0.940517162209419,1.1512865902132,1.35938628396964,1.75557186799315,19434.0212541237,1.00001215023803,"waiter-worry"
"B_s[2,96]",0.958928901096842,0.00266605052073035,0.325870411264425,0.330759739933619,0.739268743905583,0.95701264536413,1.17716604925885,1.61063113561654,14940.0863518812,1.00037559845298,"zookeeper-tell"
"B_s[3,1]",0.735137693571526,0.00213605441108946,0.358826108269579,0.0262748368841018,0.498455340863385,0.741649679534768,0.977204141205709,1.4309774174825,28219.1187723976,0.999917850238838,"accountant-know"
"B_s[3,2]",-1.02684658034357,0.00201110545494399,0.347932464756531,-1.72456836597011,-1.25625007595049,-1.02043615257951,-0.791467234472303,-0.367768914119092,29930.9305533287,0.99985965522885,"actor-hate"
"B_s[3,3]",1.15622382968805,0.00207566804155626,0.35454672152152,0.454261476322877,0.91829038049075,1.15935697114146,1.39512493442092,1.8464452189941,29176.3627757287,1.00019619601217,"analyst-notify"
"B_s[3,4]",-1.18835450908786,0.0022159254520771,0.370036014747294,-1.8986829799187,-1.43980264929597,-1.19365681368152,-0.944971236641902,-0.438421825782194,27885.4526377115,1.00012227245259,"assistant-wish"
"B_s[3,5]",-0.775318145713132,0.00202872912311511,0.349834964024367,-1.44740036157198,-1.01487367336792,-0.782450935097218,-0.541450370917354,-0.0735021152829376,29735.7089842706,1.00007315378682,"baker-know"
"B_s[3,6]",-1.41121703321197,0.00195575723217388,0.325065082737905,-2.05629152377262,-1.6273491663837,-1.40658000941234,-1.18902619475047,-0.782496404936003,27625.5385806118,0.999945192608277,"basketball player-hate"
"B_s[3,7]",-1.92975306106357,0.00192192419939547,0.347255115527894,-2.63021164295885,-2.15872435803156,-1.92175728962915,-1.6944437374894,-1.26708065180928,32645.6104598209,0.999925758995836,"batter-worry"
"B_s[3,8]",-2.40582293375186,0.00219970302544608,0.374900992061473,-3.14647081675009,-2.65873875816576,-2.40244900536628,-2.15172857384681,-1.67715904755243,29047.2535094136,0.999904753600506,"bookkeeper-lie"
"B_s[3,9]",0.302966401464715,0.00204140923166201,0.35420208709758,-0.404276393032216,0.0702879410346818,0.30842158441944,0.542775827633221,0.983175566932165,30105.2392520601,0.999956445247944,"boss-tell"
"B_s[3,10]",-2.10796239395879,0.0022222888692906,0.366257262003488,-2.8289172755552,-2.35229429248789,-2.10687866037281,-1.86063844170495,-1.39399719682146,27162.6080471758,0.999979010164267,"bouncer-dissuade"
"B_s[3,11]",2.23121145757572,0.0022965674607843,0.380181853438976,1.46999767505946,1.98070986103092,2.23676296813838,2.48764890167029,2.96044150629173,27404.6558697851,1.00005742491425,"bricklayer-complain"
"B_s[3,12]",1.28112920069235,0.00218432329496581,0.363008458298896,0.581315251099408,1.0346714997962,1.27581220918054,1.52234421428923,2.00510728791377,27618.4724271449,0.999960849458734,"businesswoman-boast"
"B_s[3,13]",1.27395865235186,0.00206442812883915,0.359960783210559,0.573715927269179,1.02794892107606,1.27203205147621,1.51439239925977,1.98799789826236,30402.6080318234,0.999916676388949,"chef-love"
"B_s[3,14]",1.66037864798199,0.00216339189667976,0.364074548939102,0.945344140263935,1.41737352132639,1.65723192676214,1.90800042595012,2.37393583923304,28321.108181878,0.999919845351554,"chemist-lie"
"B_s[3,15]",-0.71953927932328,0.00216256197056879,0.370549946894631,-1.44760823911384,-0.967120998019445,-0.720127300388159,-0.470419585723801,0.0135540691833699,29360.0227478095,0.999938155443877,"child-apologize"
"B_s[3,16]",1.1143854729423,0.0020895434251412,0.360330553331552,0.390755918451374,0.875663336814645,1.11747446999904,1.35882305656825,1.81052731891716,29737.1521512474,0.999908685702011,"clerk-apologize"
"B_s[3,17]",2.09173670263486,0.00192801447977349,0.34967650877213,1.41915359062269,1.85186895690043,2.08833637364569,2.32352743302846,2.78806373004432,32893.6700994024,0.999937690546537,"climber-like"
"B_s[3,18]",0.299441136204113,0.00205154568940685,0.362968834201809,-0.412674768105993,0.0573654921039355,0.298964303499448,0.543705670116761,1.01431450517679,31302.3026535384,1.00010123291026,"coach-congratulate"
"B_s[3,19]",-0.314769530813451,0.00209016303888333,0.363278820256781,-1.01629718008157,-0.563148532388456,-0.317173723047783,-0.0718227674631128,0.402243623906365,30207.8509460103,0.999992959569846,"concierge-convince"
"B_s[3,20]",-1.86346334088283,0.00210952233191276,0.368007355773367,-2.56930818139392,-2.11480519312768,-1.86826461670518,-1.61720727436161,-1.13573314348282,30432.9984861274,0.999889787138271,"conductor-congratulate"
"B_s[3,21]",-1.04149255627786,0.00201501499388984,0.349270365134332,-1.73226533542474,-1.27301489789096,-1.03840661377839,-0.802740062493576,-0.373228647637222,30044.6336092286,0.999950236559338,"congresswoman-regret"
"B_s[3,22]",-1.6914101698332,0.00227684236769138,0.380656363927715,-2.44254907671186,-1.94838997555391,-1.68833665606796,-1.43719173839274,-0.942972205846963,27951.1873570543,0.999970704078288,"contractor-mislead"
"B_s[3,23]",0.760880529168912,0.00195024261835437,0.338302138565046,0.0869885947269926,0.536358882721953,0.762663042080308,0.987526697641968,1.42383607639909,30090.693760286,0.999954739124924,"coroner-persuade"
"B_s[3,24]",-1.46308201251415,0.00209353896699829,0.36703599122918,-2.16956409212881,-1.7140080734095,-1.46861823704108,-1.21676947214254,-0.731999347714756,30736.5563178044,0.99990115480573,"curator-like"
"B_s[3,25]",0.794450232045566,0.00200834275954166,0.357787270623825,0.0888799315141593,0.55165496096442,0.798231438753179,1.0343611200078,1.48917526270584,31737.6013315236,0.999928021499784,"cyclist-think"
"B_s[3,26]",-1.32239944125685,0.00220089151473124,0.373461168122252,-2.04691216930688,-1.57624622500961,-1.32627678999436,-1.07236643404155,-0.576600364698098,28793.4450777417,0.999945977932872,"dancer-boast"
"B_s[3,27]",0.537714112174645,0.00195714083157429,0.350747851607411,-0.162590777605317,0.303016265980791,0.540013298218802,0.775647535445644,1.21966861758109,32117.8069840971,0.999856158109393,"daughter-convince"
"B_s[3,28]",-0.605868814914172,0.00229823710293692,0.375807984034751,-1.33028739559734,-0.861599362438171,-0.608595084242672,-0.352418381913054,0.131715574359883,26738.8263966713,0.999975903598362,"defendant-hope"
"B_s[3,29]",1.98044531082043,0.00229568054302297,0.379398542036317,1.22815901397165,1.72678896253252,1.98258960919572,2.23696698354555,2.71897157089454,27312.9373475022,1.00001599281318,"deliveryman-regret"
"B_s[3,30]",-1.48435610449862,0.00196164396057396,0.356557326495352,-2.1774132651303,-1.72546283499836,-1.48508134885345,-1.24509367103351,-0.782913431474906,33038.3506621878,1.00008068703254,"detective-disprove"
"B_s[3,31]",1.14481424172192,0.0019097457359479,0.347334864738121,0.469070226369912,0.910400996876411,1.14184892374113,1.37740770111524,1.83427449400015,33078.4887710809,1.00002553642928,"director-congratulate"
"B_s[3,32]",0.323901894129095,0.00261460604954276,0.391966689694846,-0.444888233238096,0.0618199113781478,0.325131185841463,0.587814726825902,1.089567403471,22474.2806022338,0.999875645068978,"dishwasher-complain"
"B_s[3,33]",2.09928590682148,0.00220456463287057,0.377733199488066,1.3449670870554,1.84909347868973,2.10380109763139,2.3554485109651,2.8278558091714,29357.8767376362,1.00008891083778,"diver-fear"
"B_s[3,34]",0.297410583799626,0.00209909928570172,0.356336953368379,-0.403369990238381,0.0617960102076017,0.29880989799156,0.537679976042774,0.98622679712297,28817.4642688198,0.999913540231797,"doctor-think"
"B_s[3,35]",2.16187918941242,0.00203915165612885,0.369193922184816,1.42482589519379,1.91483915041673,2.16805738997969,2.41401173408786,2.87010315415604,32780.0817991344,0.999897134536917,"driver-regret"
"B_s[3,36]",1.05547416704206,0.00203131912187746,0.350560608435922,0.369193633515417,0.820341265350739,1.0579611296896,1.29434204775925,1.74508987696715,29783.1010092511,1.00003332451104,"economist-mislead"
"B_s[3,37]",-1.08004168496511,0.00196925602415733,0.348285480268206,-1.75352272351445,-1.31690162268849,-1.08433600858132,-0.847206141636129,-0.386369395862773,31279.9732890476,0.999946279486619,"electrician-disprove"
"B_s[3,38]",-1.4486765307508,0.00212157474447519,0.374328306042525,-2.17983406242878,-1.69922257308474,-1.45041918366704,-1.19703766192914,-0.715453779930323,31130.6840792218,0.999907954445912,"engineer-persuade"
"B_s[3,39]",-0.93364160239993,0.0019567744755775,0.344366893519492,-1.59828128040736,-1.16393338407417,-0.937560979681325,-0.706063809407009,-0.243332857728414,30971.4284654908,1.00002183280024,"executive-know"
"B_s[3,40]",-1.02042911576003,0.0021013212622328,0.358138830634652,-1.72541392847704,-1.26194365444249,-1.02291468934831,-0.779456626478248,-0.31354929893015,29048.1121472386,0.999986252060703,"farmer-persuade"
"B_s[3,41]",2.09058892992588,0.00203016519111093,0.357406762311827,1.39378644281818,1.85190096058847,2.087678434718,2.32683408545057,2.80159218948237,30992.9400573165,0.999919988547482,"filmmaker-lie"
"B_s[3,42]",-1.81903973524787,0.00220388380991008,0.378595401367978,-2.55031735486164,-2.07604464944778,-1.82242700679634,-1.5706719376143,-1.06344651085344,29510.2765835003,0.999955176271189,"fire fighter-boast"
"B_s[3,43]",1.10532736558198,0.00214157591381572,0.364843908523491,0.403559179124816,0.859556762985348,1.10084090972591,1.34969345241752,1.83117163916317,29023.3307974859,1.00001051300031,"fisherman-love"
"B_s[3,44]",1.60173451337696,0.00199046020740157,0.350174686115359,0.929491470160417,1.3609563773892,1.59718345593752,1.83323507610593,2.30959205328672,30950.1313584262,0.999852195017013,"gambler-like"
"B_s[3,45]",0.690177527255963,0.00191612863895791,0.342286832903501,0.0138768365040737,0.461528629099617,0.689555785829051,0.921977419932866,1.35932666274684,31910.3128468406,0.999987610896875,"gardener-remember"
"B_s[3,46]",-0.847142533815964,0.00203964585975021,0.360123377645756,-1.56783306067658,-1.08942600302039,-0.842778877841667,-0.605066971367996,-0.158507166700153,31174.0403560255,0.999951607810712,"guitarist-worry"
"B_s[3,47]",1.14335877180295,0.00206139387849789,0.342300264813077,0.493951669018456,0.911833562070106,1.13396674384327,1.36660346307067,1.84356330692803,27573.5387331549,1.0000175412447,"hacker-boast"
"B_s[3,48]",0.86110541326704,0.00197757338122182,0.350806383319009,0.164210861297893,0.628191260060559,0.863561228499401,1.09368864817703,1.54635607434572,31468.0447489344,0.999863044530275,"hiker-remember"
"B_s[3,49]",2.26664146621436,0.00216649914758584,0.3750065524896,1.51377379853893,2.01453855141307,2.27173775376016,2.52223305861803,2.98619085377783,29961.300985054,1.00000652624515,"homeowner-hate"
"B_s[3,50]",1.16790152141487,0.00197257694726188,0.354872574186161,0.470650241305799,0.929827930237735,1.16760082079347,1.40876162046804,1.86022046942118,32365.1010177243,0.999897194444522,"inspector-convince"
"B_s[3,51]",-0.586778852507856,0.00202667455185209,0.348721173864694,-1.26305344970626,-0.820283826833711,-0.591046210532011,-0.359393949240249,0.104764462193766,29606.604849576,1.00000107431842,"jeweler-remember"
"B_s[3,52]",1.63193108073534,0.00228070668145268,0.380907359601479,0.8709185591602,1.37883593020996,1.64079611790015,1.88893482846718,2.36385052408241,27893.2974427386,1.00003956833667,"journalist-worry"
"B_s[3,53]",1.11206929056903,0.00206779605978112,0.361429989241219,0.414511688402992,0.866760426620851,1.10601406549165,1.35218858851886,1.83485594046306,30551.5298909249,0.999919637428614,"landlord-hope"
"B_s[3,54]",0.71836396567841,0.00231442869734657,0.374530312450547,-0.0151957485372951,0.470556866667575,0.720135153288983,0.97144439036348,1.44249027504754,26187.0353537478,1.00008972483422,"lawyer-disprove"
"B_s[3,55]",-1.36091832038501,0.00205723169661213,0.356550376101017,-2.05010381664087,-1.60287380227348,-1.36288805364468,-1.12296496059737,-0.655149868131273,30038.3023026066,0.999960732927681,"liquor store owner-tell"
"B_s[3,56]",2.11965538053209,0.00218046661035227,0.362599673062328,1.415770851619,1.87618733263653,2.11355326463658,2.36242750899832,2.83661710489979,27653.87115226,0.999927965448982,"literary agent-mislead"
"B_s[3,57]",-0.416371486922821,0.00231109662446323,0.373359978565196,-1.15865735094269,-0.66695622331575,-0.412875852220011,-0.165098810361376,0.307912213523466,26098.726689594,1.00002436846061,"little girl-fear"
