"level","elpd_waic","p_waic","waic","se_elpd_waic","se_p_waic","se_waic"
dishwasher-complain,15.7760842260901,9.08417369490193,-31.5521684521801,8.02677031118295,3.31765300148401,16.0535406223659
diver-fear,181.88248605641,0.635400247286393,-363.76497211282,11.642356861337,0.22620570239008,23.284713722674
doctor-think,121.818637073575,0.584481577616094,-243.63727414715,19.6854734145417,0.108089062051876,39.3709468290835
driver-regret,178.842000323308,0.651938055906079,-357.684000646616,10.4114617732402,0.23923696555808,20.8229235464804
economist-mislead,78.8196498472612,2.35384995728759,-157.639299694522,16.7210796934064,1.35780583920049,33.4421593868127
electrician-disprove,159.419744163774,0.293286317318612,-318.839488327549,14.6712826886049,0.0457426136368571,29.3425653772097
engineer-persuade,96.3026310468988,0.933830278419266,-192.605262093798,18.8727325185322,0.167093068985477,37.7454650370644
executive-know,112.397614618128,0.649826693878006,-224.795229236255,17.4233031201102,0.109427808500296,34.8466062402203
farmer-persuade,127.63628600127,0.593021722293042,-255.27257200254,17.2664905532505,0.0901755966763449,34.5329811065009
filmmaker-lie,130.678390626612,0.526820941984332,-261.356781253225,16.6328198133838,0.124364382671546,33.2656396267677
fire fighter-boast,153.999178231546,0.408105899206562,-307.998356463092,14.3835737540307,0.074570397051236,28.7671475080615
fisherman-love,99.756018341273,1.28824956044569,-199.512036682546,17.395777233412,0.613329843381186,34.791554466824
gambler-like,139.634949583264,1.11985956330627,-279.269899166529,16.4892880771006,0.288249898919342,32.9785761542013
gardener-remember,146.450095577944,0.397203133834412,-292.900191155888,15.7144875408244,0.138604774599113,31.4289750816488
guitarist-worry,116.530907383789,0.87157133455377,-233.061814767577,17.0122050599348,0.148903231848027,34.0244101198696
hacker-boast,78.7659054131586,3.21563914320019,-157.531810826317,16.4383140981307,1.69073175356931,32.8766281962613
hiker-remember,155.880424680912,0.323491570163504,-311.760849361824,14.6519318912487,0.0886176750512819,29.3038637824974
homeowner-hate,167.199393863692,0.698867960678257,-334.398787727384,12.2165879535078,0.345176640950152,24.4331759070156
inspector-convince,135.129603445307,0.884401998089946,-270.259206890614,17.5448796317773,0.21074024610483,35.0897592635547
jeweler-remember,95.9340293918048,0.865859496152891,-191.86805878361,19.0139404333227,0.137805772794058,38.0278808666453
journalist-worry,134.046021575603,0.881774426492514,-268.092043151206,16.8272363237665,0.390042336050918,33.654472647533
landlord-hope,173.419872641576,0.271845023336033,-346.839745283151,12.3854690878573,0.0535241257713734,24.7709381757146
lawyer-disprove,106.291123423933,0.980319975309652,-212.582246847865,18.3783409990038,0.2223976671591,36.7566819980077
liquor store owner-tell,110.278259043441,0.583844079986489,-220.556518086882,18.4089023681123,0.100078466202806,36.8178047362245
literary agent-mislead,77.9365390065738,1.44303614987616,-155.873078013148,15.806948721461,0.441171484059022,31.613897442922
little girl-fear,83.5432174586765,0.986212176492012,-167.086434917353,17.1885359337688,0.235194608177992,34.3770718675377
mechanic-notify,63.1320045864471,1.81755093770615,-126.264009172894,17.7689798176149,0.553597093180446,35.5379596352299
model-complain,73.9921544578617,0.901770896929904,-147.984308915723,15.5865163037209,0.218240596444195,31.1730326074418
moderator-congratulate,25.4406188281505,2.30452867511449,-50.881237656301,10.3667091321679,0.927363612769005,20.7334182643358
mother-lie,71.8107053648324,1.15370700829432,-143.621410729665,18.0427806823369,0.448629469573606,36.0855613646738
mother-remember,-4.61794605508208,2.65594736209346,9.23589211016416,1.1503489746359,2.32793716797558,2.3006979492718
musician-hope,36.4608978019401,1.0841400469989,-72.9217956038801,11.5263035162487,0.443505051568105,23.0526070324973
nanny-dissuade,103.785565683833,0.784880427121492,-207.571131367666,17.7860246035692,0.22786206854695,35.5720492071385
news anchor-notify,37.3237893603028,2.13854784039088,-74.6475787206056,14.5353256621623,0.641679655445138,29.0706513243246
nurse-know,123.213086819867,0.570677957754419,-246.426173639734,18.5596810019336,0.138359481914211,37.1193620038673
painter-think,75.8646964582308,1.00495796848875,-151.729392916462,19.0642041124397,0.176495099600683,38.1284082248793
paramedic-hate,144.714237696522,0.802952248393654,-289.428475393043,16.5148647909203,0.210421678240482,33.0297295818407
pharmacist-notify,84.0982682186049,1.22170183705424,-168.19653643721,18.4576525542744,0.259943108194778,36.9153051085488
pilot-mislead,135.453779016452,0.580529170597076,-270.907558032904,16.5732896475782,0.106084977336005,33.1465792951564
politician-wish,150.614727397339,0.795488283813552,-301.229454794679,17.4365691221294,0.325533606388097,34.8731382442589
priest-love,106.521869140303,1.29732627954813,-213.043738280605,19.1885680618386,0.44326043253267,38.3771361236772
professor-think,44.2144007392663,1.31370506929859,-88.4288014785326,15.5838473551631,0.346634946642471,31.1676947103261
programmer-doubt,135.591935744859,0.538109818548674,-271.183871489719,16.5407843601175,0.0840602696132195,33.0815687202351
publisher-doubt,120.492611516056,1.01838216466806,-240.985223032112,18.9628279389621,0.408713264198781,37.9256558779243
reporter-dissuade,94.9679924342632,0.950546310083839,-189.935984868526,18.968954917916,0.170228384999497,37.9379098358319
runner-doubt,141.474651659354,0.815401461557264,-282.949303318708,16.5901817314937,0.324529412771436,33.1803634629874
sailor-complain,144.252697155372,1.0205683469847,-288.505394310743,16.8169267118701,0.395909098682291,33.6338534237402
salesman-wish,112.398898417314,0.88109598902273,-224.797796834627,17.436680618226,0.422950635694488,34.8733612364521
scholar-dissuade,152.070982020751,0.483001153966442,-304.141964041503,14.7571469972459,0.0834945189931213,29.5142939944917
scientist-disprove,102.389232228271,1.2370477395606,-204.778464456542,18.7652329281572,0.247667015403973,37.5304658563144
secretary-fear,129.268365776685,0.631303785540464,-258.536731553369,16.6217460444583,0.101127595466668,33.2434920889165
shopkeeper-doubt,125.119124022129,0.743448959226617,-250.238248044259,18.079905094429,0.270021459353595,36.1598101888581
singer-wish,130.846375034856,1.08784068223117,-261.692750069712,17.26973220808,0.27109873925932,34.53946441616
soccer player-love,134.130303187246,0.644746261279901,-268.260606374492,15.3790205974981,0.146393907673567,30.7580411949962
soldier-fear,85.9394221781035,0.922120368974635,-171.878844356207,19.438765312926,0.165018366943338,38.877530625852
strategist-tell,118.037856155602,0.691180316655503,-236.075712311203,17.8627187849347,0.135001441772193,35.7254375698695
swimmer-like,5.79405156569689,1.46467436555832,-11.5881031313938,4.06145474684738,1.03833888118187,8.12290949369476
teacher-apologize,123.591412363578,0.354508120726285,-247.182824727156,17.3505542985087,0.0496113694719546,34.7011085970174
therapist-convince,92.0913237558236,1.36405661318785,-184.182647511647,18.4941233349745,0.749471115097518,36.9882466699489
tourist-regret,90.0156787803066,0.974177424640116,-180.031357560613,17.913704715365,0.248860490805142,35.8274094307299
trainer-persuade,131.119551583179,0.428234777615073,-262.239103166357,17.0643649946758,0.0781297515073167,34.1287299893516
travel agent-hope,115.418164243613,0.829920153319932,-230.836328487225,16.4245316789092,0.198759286836608,32.8490633578184
uncle-apologize,155.365526417061,1.14448947544999,-310.731052834122,15.2549321540081,0.60736397199422,30.5098643080163
waiter-worry,131.548965688991,0.673590470327465,-263.097931377981,15.949308760739,0.148636578251341,31.8986175214781
zookeeper-tell,155.278713199436,0.30642710629545,-310.557426398871,14.4038825443157,0.0479769411422138,28.8077650886314
